context_id	word	gold_sense_id	predict_sense_id	positions	context
118	замок	2		273-278, 474-479	американский изобретатель йейл старший linus yale sr запатентовывать конструкция использовать принцип древнеегипетский замок поздно сын йейл младший linus yale jr творчески переработать наработка отец запатентовывать штифтовый замок маленький плоский ключ становиться наиболее распространенный замок xx век отдельный вид замок становиться сейфовый система год вило русерфорда william rutherford запатентовывать первый замок часовой механизм изобретатель ставить тыльный
119	замок	2		208-213, 310-315	запирать ворота храм джаганнатх верование индус божество заглянуть храм стена выполнять вид огромный ворота пора год ворота запирать замок ключ длина более дюйм находиться храм самый большой навесной замок фактически использовать похоже вес замок небольшой изготовлять латунь алюминий
120	замок	2		13-18, 293-298, 346-351	молекулярный замок блокировать система предназначить выработка сигнал открытие электронный замок быть датчик реагировать набор электрический сигнал клавиатура считывающий устройство датчик реагировать набор химический вещество также электронный замок стеганографический тип быть электронный замок существование знать человек иметь доступ информация молекулярный ключ история создание молекулярный замок первый подобный блокирующий система представлять год профессор абрахамый шанцер abraham shanzer руководить
121	замок	2		253-258, 427-432	дужка изготовлять смотреть длина зародиться италия мода замыкать мост тысяча подобный людный место замок неразрывность отношение покорить мир везде гирлянда замок безжалостно срезать коммунальный служба например полутораметровый замок инициал декабрь год украсить перила пешеходный мост вологда рф следующий день срезать более килограмм металл пойти утиль близкий размер замок замкнуть еще
122	замок	2		26-31, 211-216, 372-377	сын изготовлять гигантский замок метровый высота дужка метр ширина сантиметр толщина изготовитель семья наследственный слесарь замочник уже более год заниматься ремесло замок первый мастер участвовать национальный смотр достижение national festival for heritage and culture год выставить самый тяжелый замок саудовский аравии вес килограмм ключ килограмм
123	замок	2		238-243, 423-428	ключ весомый килограмм впрочем середина быть цифровой электронный система рекорд максимальный величина начало госпожа принадлежать изделие мастер саудовский аравия мастер мохаммад раджа сын изготовлять гигантский замок метровый высота дужка метр ширина сантиметр толщина изготовитель семья наследственный слесарь замочник уже более год заниматься ремесло замок первый
124	замок	2		0-5	замок устройство замо́к механический электронный комбинированный устройство фиксация применять запирание дверь крышка емкость пр. также обеспечение блокировка предмет цель предотвращение похищение зависимость принцип действие привод различать
125	замок	2		69-74, 230-235, 337-342	слесарь замочник уже более год заниматься ремесло замок первый мастер участвовать национальный смотр достижение national festival for heritage and culture год выставить самый тяжелый замок саудовский аравии вес килограмм ключ килограмм российский замок рекордсмен назвать крупный замок заказывать хранить ресторан династия бизнесмен российский город павлов ок размер замок
126	замок	2		257-262	холм гимн павлов деталь декоративный герб заказывать сторона основной работа выполнять мастер учащийся местный пту также городской музей год павлово другой работа мастер павть куликова хранить миниатюрный замок длина художественный миллиметр диаметр миллиметр вес грамм ключик вес год замочек надпись павлово фамилия мастер тип замок винтовой дужка продевать ушко игла официальный
127	замок	2		178-183, 299-304	год пальма первенство перехватить бельгиец анджело лупый замок метро высота вес килограмм город сын первый рекордсмен вернуть рекорд пакистан зафар икбать шейх создавать замок смотреть сантиметр смотреть вес килограмм уже следующий год также пакистанец икбать хадж хохар регистрировать замок высота метро метр сантиметр
128	замок	2		265-270	повредить невозможный так демонстрировать работа нельзя пересчет золото равный вес замок куликов сабраманьямый украинский мастер мочь изготовлять десяток тысяча замок сядрисвать так изготовлять бо льший замок полка стоять хоботка комар фото можно увидать книга тайна микротехник также фотокаталог год выходить украинский английский немецкий
129	замок	2		268-273	вертикальный паз свободно перемещаться штифт сожаление дворец давно разрушать устанавливать куда вести дверь висеть единственный комплекс более отдельный помещение открытый двор соединять многочисленный коридор замок невозможный спальня царь сокровищница хранилище железный заготовка огромный ценность время женский половина отмечать находка замок вызывать интерес европй дело
130	замок	2		6-11, 292-297	замок называть финский развитие строительство крупный здание офис гостиница возникать необходимость разработка быстро перестраивать замочный система распространение получать электронный механический система середина тор серносить предлагать легко перепрограммируть замок называть ving card город киев группа разработчик глава фонд бардаченко получать патент перенастраивать ключ устройство центральный стержень надеть пластина конец
131	замок	2		140-145, 218-223	технический революция конец xviii век давать мощный толчок замочный дело год англичанин роберт баррон barroн-лат запатентовывать замок качаться рычаг двойной направление прототип томпольный замок год англичанин джозеф брейм joseph bramax запатентовывать принципиально новый конструкция замок получать название помповый ключ замок иметь бородка привычный понимание цилиндр конец
132	замок	2		30-35, 204-209, 323-328	например полутораметровый замок инициал декабрь город украсить перила пешеходный мост вологда рф следующий день срезать более килограмм металл пойти утиль близкий размер замок замкнуть еще город дерево счастье калугй дальнейший судьба неизвестный другой дело крупный замок индийский храмовый комплекс пури восточный штат орисса запирать
133	замок	2		12-17	электронный замок
134	замок	2		292-297	корпус дуб вяз другой твердый порода дерево усиленный просечный металлический накладка крепиться дверной полотно помощь фигурный скоба существовать основной тип замок первый известный старонемецкий засов заканчиваться скосить площадка замок защелкиваться захлопывание дверь требовать металлический приемный планка откос отпирания ключ вставлять замочный скважина замок разворачивать бородка ключ смещать засов корпус время движение засов задний
135	замок	2		223-228	ключ замок иметь бородка привычный понимание цилиндр конец прорезать продольный паз разный длина год англичанин брат чарльз чебб chubb получать патент детекторный замок принятый считать базовый современный сувальдный система пролог настоящий революция становиться год американский изобретатель линус йейл старший linus yale sr запатентовывать конструкция использовать принцип древнеегипетский
136	замок	2		140-145, 168-173	бизнесмен российский город павлов ока размер замок высота метр смотреть ширина мой сантиметр толщина сантиметр вес замок ключ килограмм замок килограмм ключ килограмм замок регистрировать книга рекорд россия книга рекорд гиннес говорить поворачивать ключ играть мелодия холм гимн
137	замок	2		64-69, 265-270	творчески переработать наработка отец запатентовывать штифтовый замок маленький плоский ключ становиться наиболее распространенный замок xx век отдельный вид замок становиться сейфовый система год вило русерфорда william rutherford запатентовывать первый замок часовой механизм изобретатель ставить тыльный конец ригеля круглый пластина препятствовать передвижение засов ключ пластина вращать часовой механизм становиться ось ригеля паз год сш джеймс саргенть
138	замок	2		126-131, 233-238	участвовать национальный смотр достижение national festival for heritage and culture год выставить самый тяжелый замок саудовский аравии вес килограмм ключ килограмм российский замок рекордсмен назвать крупный замок заказывать хранить ресторан династия бизнесмен российский город павлов ок размер замок высота мой сантиметр ширина мой сантиметр толщина смотреть вес
139	лук	1		255-258, 381-384, 501-504	основной слушатель баллада кризис феодальный система становиться период терять былой власть доставаться франкоговорить крупный знать английский язык становиться официальный страна год английский длинный лук сегодня являться часть исторический наследие британский остров поэтому многие общество разрешать использовать лук пора например королевский объединение лучник основать год британский общество длинный лук
140	лук	1		9-12, 22-25, 55-58, 280-283	якутский лук якутский лук принадлежать северный тип лук распространенный коряк чукча ительмен юкагир ненец особенность устройство длина стрела составлять смотреть небольшой длина стрела видимо объяснять близкий расположение тетива древка лук
141	лук	1		19-22, 134-137, 204-207, 247-250	тип лук классика олимпик компаунда различие пол обычно нет команда человек каждый тип лук зимний лыжный вид спорт аналогичный биатлон лук использовать олимпийский лук стабилизатор стрелка переносить мешок спина стрела обычно получать рубеж правило также обычный биатлон бывать разный отличаться дистанция гонка поведение промах мишень стрельба проводить горизонт вверх
142	лук	1		19-22, 42-45, 60-63, 71-74, 259-262	английский длинный лук английский длинный лук большой лук лук рост человек высокий распространенный средневековый англия считать основной оружие помощь англичанин одерживать победа столетний война английский длинный лук начинать пользоваться популярность неудача англичанин время феодальный
143	лук	1		43-46, 199-202, 316-319	металлический утяжелитель дуга составной лук переводить энергия натяжение кинетический энергия стрела наибольший эффективность утяжелитель сообщать снаряда равный деревянный лук натяжение большой энергия иметь значительно бо́льший прочность равный длина тисовый составной лук быть очень живучий срок служба исчислять десятилетие перевозить мочь боеготовый состояние представляться воин высший степень ценный качество конечно длительный хранение тетива снимать простой деревянный
144	лук	1		190-193, 255-258, 383-386	сказание быть рассказ воин мочь сбивать коршун парить высоко небо попадать точно определенный место просьба чингисхан попадать глаз рекордный тюркский составной лук выбрасывать стрела собственный длина обычный составной лук стрелять примерно собственный длина деревянный составной где современный рекорд дальность стрельба лук составлять метр длина
145	лук	1		47-50, 90-93, 287-290, 542-545	практически быть реальный боевой свойство лук следующий казацкий время лук значительный мера уступать место ручной огнестрельный оружие запорожцев сохраняться практически конец существование сеча подтверждать тогдашний рисунок казак мамай лук использовать орудие охота так оружие специфика сечевик мочь объяснять преимущественно постигать пограничный борьба ватаг кочевой татарский людность слабо вооружать активно пользоваться лук наряду среда запорожцесть
146	лук	1		12-15	олимпийский лук тетива тонко натянутый бечева тетива делать синтетический материал фастфлaйт дакрон рано заменять лавсан капрон bс зависеть материал рукоятка металл тетива мочь фастфлайвать
147	лук	1		289-292	шербура октевиль бресть бордо байонный крепость территория центральный массив пользоваться гражданский война арманьяка бургиньон раздирать франция часть год английский король генрий возобновлять военный действие длинный лук вновь сыграть решающий роль битва азенкура год тяжелый французский кавалерия спешиться истребить ливень стрела выпускать английский лучника рыцарь спасать пластинчатый доспехи закрывать тело попытка уравновесить сила будущий
148	лук	1		17-20, 62-65, 116-119, 138-141, 266-269	японский длинный лук обычно представлять лук длина более метр отличие другой лук рукоять делить лук пополам пропорция низ верх современный япония использовать время занятие традиционный лук изготавливаться
149	лук	1		111-114, 223-226	мочь достигать сердце животное обладатель рекорд число стрелка лук мощность фунт современный английский язык иметься выражение to draw long bow натянуть длинный лук значить солгать сказать неправда преувеличивать сочинять фраза зарождаться средний век малообразованный современник сочинять история нередко преувеличивать могущество английский лучник победа англичанин
150	лук	1		163-166, 289-292, 409-412	терять былой власть доставаться франкоговорить крупный знать английский язык становиться официальный страна год английский длинный лук сегодня являться часть исторический наследие британский остров поэтому многие общество разрешать использовать лук пора например королевский объединение лучник основать год британский общество длинный лук основать год россия стрельба
151	лук	1		178-181, 264-267, 420-423, 537-540	дерево рог иногда мочь употребляться другой материал впервые появляться видимо египть 1-й тысячелетие новый поздно турция китай конструкция лук совершенствовать введение металлический утяжелитель дуга составной лук переводить энергия натяжение кинетический энергия стрела наибольший эффективность утяжелитель сообщать снаряда равный деревянный лук натяжение большой энергия иметь значительно бо́льший прочность равный длина тисовый составной лук
152	лук	1		9-12, 22-25, 55-58	якутский лук якутский лук принадлежать северный тип лук распространенный коряк чукча ительмен юкагир ненец особенность устройство длина стрела составлять смотреть небольшой длина стрела видимо объяснять близкий расположение тетив
153	лук	1		87-90, 281-284	средний палец слишком большой усилие средний зона тяга блочный лук часто применять метод анатомический рычаг лучник изготовлять рука вытянуть вверх разность длина рука точка захват небольшой рука локоть прямой далее лук опускаться сторона выстрел увеличиваться разность длина вытягивать тетива локоть оставаться прямой усилие значительно снижаться способ позволять вытягивать тетива натяжение силовой метод преодолевать нельзя
154	лук	1		76-79, 262-265	палец находиться примерно уголок рот особенность длинный лук мочь использовать оптический прицел существовать способ стрельба инстинктивный bare bow сразу выстрел нужный вновь натянуть тетива так нагрузка лук выстрел настолько большой мочь ломаться способ стрельба bare bow зависимость расстояние отправлять стрела лучник менять положение палец тетив теоретический дальность поражение стрела незащищенный всадник
155	лук	1		0-3, 62-65, 165-168	лук оружие дальность полет стрела зависеть конструкция лук сила натяжение тетив погода среднее составлять метр небоевой стрела время лук эволюционировать арбалет новый
156	лук	1		17-20, 62-65, 116-119, 138-141	японский длинный лук обычно представлять лук длина более метр отличие другой лук рукоять делить лук пополам пропорция низ верх современный
157	лук	1		310-313, 354-357	парадоксальный звучать меньший цена результат программа больший часть соревнование рано исключительно прерогатива олимпик включать компаунд единственный технически неизменный оставаться программа олимпийский игра использовать олимпийский лук почти соревнование стрельба лук проводить общий схема каждый соревнование делиться часть отборочный дуэльный отборочная состоять стрелка выходить рубеж отстреливать определенный упражнение один дистанция
158	лук	1		174-177, 313-316, 359-362, 497-500	новый вид колчан позволять довольно хорошо защищать стрела влажность удобный конный лучник перевозить стрела делать хороший лук мастер должен использовать древесина прожилка так скорость лететь стрела прямо пропорциональный скорость лук возвращаться исходный положение часть лук обратить сторона лучник называться живот подготовка выстрел работать сжатие противоположный сторона лук спина обращенный сторона мишень подготовка выстрел работать
159	лук	1		23-26, 99-102, 246-249, 432-435	пеньковый тетива лук наоборот выигрывать смачивание размер лук тетива натягиваться примерно уровень щека подбородок палец находиться примерно уголок рот особенность длинный лук мочь использовать оптический прицел существовать способ стрельба инстинктивный bare bow сразу выстрел нужный вновь натянуть тетива так нагрузка лук выстрел настолько большой мочь ломаться способ стрельба
160	лук	1		12-15, 49-52, 178-181, 228-231	композитный лук главный достоинство композитный лук сравнение простой быть делать цельный кусок древесина заключаться меньший размер лук намного мощный композитный лук намного удобный приходиться стрелять лошадь
161	лук	1		59-62, 193-196, 324-327, 443-446, 485-488, 504-507, 599-602	использовать модифицировать модель олимпийский лук максимально удешевлять упрощать конструкция мочь пользоваться ребенок малоподготовленный взрослый лук немногие вид оружие уметь пользоваться нельзя наносить вред противник обычно человек брать лук впервые жизнь мочь натянуть техника стрельба сильно отличаться стрельба различный тип лук основной категория классический лук традиционный лук современный компаунд классический традиционный достаточно близкий тогда блочный лук противоположный
162	лук	1		0-3, 42-45, 61-64, 156-159, 271-274, 307-310, 445-448	лук основной категория классический лук традиционный лук современный компаунд классический традиционный достаточно близкий тогда блочный лук противоположный противоположность доходить степень стрелка тренировать тип лук часто мочь натянуть лук другой тип особенно разница сильный переход современный лучник классика компаунд блочный техника правша лук браться левый рука тетива натягиваться помощь релиз тонна образный
163	лук	1		219-222, 271-274	различный положение пространство требоваться совсем немного стрелка мочь выдавать скрип тетива пращый бумеранг можно действовать открытый пространство стоить простой прямой лук время столетний война английский длинный лук сыграть решающий роль разгром француз битва кресь год битва пуатий год азенкура год наилучший качество наибольший распространение однако иметь составной
164	лук	1		19-22, 42-45, 60-63, 71-74, 259-262	английский длинный лук английский длинный лук большой лук лук рост человек высокий распространенный средневековый англия считать основной оружие помощь англичанин одерживать победа столетний война английский длинный лук начинать пользоваться популярность неудача англичанин время феодальный война уэльс шотландия английский король
165	лук	1		231-234	второй план год английский парламент решать лучник место войско год лучник превращать копейщик аркебузир течение столетний война средневековый общество постепенно меняться английский длинный лук также оставлять след социальный история европа ранний средневековье вплоть век бесспорный хозяин поле бой оставаться рыцарь стремена глубокий седл мочь удерживать копье горизонтальный положение инерция скакать галоп конь значительно увеличивать сила удар копивать
166	лук	1		152-155, 308-311, 359-362, 396-399	welsh archers проводить ежегодно год сегодняшний день рл бк состоять более человек более стрелять турнир год каждый лук изготовлять вручную представлять уникальный образец присущий характеристика пора существовать мастер делать лук заказ знаменитый марка английский лук например howard hill лук производить технология
167	лук	1		0-3, 62-65, 165-168, 390-393	лук оружие дальность полет стрела зависеть конструкция лук сила натяжение тетив погода среднее составлять метр небоевой стрела время лук эволюционировать арбалет новый стрельба уже требоваться особый умение сила поздний средневековье постепенно вытеснить огнестрельный оружие длительный время лук арбалет
168	лук	1		84-87, 190-193, 261-264, 356-359	метр часто метр проблема обучение стрельба лук нужный вести год протяжение жизнь нормальный условие возможный лук являться часть традиционный образ жизнь дальность стрельба лук часто сильно преувеличивать достоверный рекорд дальность полет стрела спортивный лук подтверждать незаинтересовать свидетель составлять метр рекорд устанавливать секретарь турецкий посольство англие середина
169	лук	1		334-337	военный кампания эдуарда складываться современный хорошо натренировать армия тактика заключаться заставлять вражеский войска атаковать армия позволять лучник оборонительный позиция осыпать противник град стрела потом контратаковать расстроить ряд конница длинный лук использовать англичанин течение столетний война оказываться особенно эффективный первый этап конфликт время морской сражение слейсй год английский лучник брать верх генуэзско арбалетчика англичанин использовать стрела широкий наконечник
170	лук	1		234-237, 277-280, 474-477	прикрываться щит принимать стратегия бой сближение рукопашный схватка монгольской легкий кавалерия позволять делать шанс латник практически быть реальный боевой свойство лук следующий казацкий время лук значительный мера уступать место ручной огнестрельный оружие запорожцев сохраняться практически конец существование сеча подтверждать тогдашний рисунок казак мамай лук использовать орудие охота так оружие специфика сечевик
171	лук	1		197-200, 271-274, 389-392	образ состоять слой древесина разный свойство деревце готовить участь буквально рождение уже срублать заготовка лук вылеживаться особый условие месяц служить тисовый лук недолго напряженный состояние дерево быстро терять упругость деформироваться так тетива деревянный лук натягивать бой хороший охотник выпускать стрела вверх сбивать следующий сбивать стрела современный соревнование стрельба хороший
172	лук	1		37-40, 229-232, 319-322	столетний война английский длинный лук начинать пользоваться популярность неудача англичанин время феодальный война уэльс шотландия английский король век решать брать вооружение большой количество подобный лук противостоять сначала уэльский потом шотландский копейщик длинный лук сыграть решающий роль разгром француз сражение столетний война битва кресь год пуатий год наваретть год азенкура год
173	лук	1		19-22, 68-71, 156-159, 260-263, 299-302, 350-353, 440-443, 493-496	смотреть так форма лук должен следовать структура древесина лук мочь несколько искривлен прочность предпочтительный красивый форма лука быть специальный углубление стрела выстрел лежать палец лучник тисовый лук особый разновидность простой лук сопоставимый эффективность композитный лук несмотря делаться цельный кусок дерево однако длина композитный лук раз изготовление тисовый лук дерево обрабатывать образ
174	лук	1		30-33, 149-152, 191-194, 210-213, 305-308, 420-423, 456-459	обычно человек брать лук впервые жизнь мочь натянуть техника стрельба сильно отличаться стрельба различный тип лук основной категория классический лук традиционный лук современный компаунд классический традиционный достаточно близкий тогда блочный лук противоположный противоположность доходить степень стрелка тренировать тип лук часто мочь натянуть лук другой тип особенно разница сильный переход современный лучник классика компаунд блочный
175	лук	1		243-246, 422-425	шест устанавливать земляной возвышение деревянный кол каменный столб papegays попугай длинный шест конец крепиться перо служить упражнение стрельба дальнобойность длинный лук известный шотландия примерно год новый территория уэльс появляться начало набег викинг год первый свидетельство использование длинный лук валлийско лучника датировать год
176	лук	1		91-94, 127-130, 265-268	противоположность доходить степень стрелка тренировать тип лук часто мочь натянуть лук другой тип особенно разница сильный переход современный лучник классика компаунд блочный техника правша лук браться левый рука тетива натягиваться помощь релиз образный кистевый использование образный релиз ладонь смотреть наружу большой палец находиться снизу нажатие спуск
177	лук	1		111-114, 185-188, 303-306	деревце готовить участь буквально рождение уже срублать заготовка лук вылеживаться особый условие месяц служить тисовый лук недолго напряженный состояние дерево быстро терять упругость деформироваться так тетива деревянный лук натягивать бой хороший охотник выпускать стрела вверх сбивать следующий сбивать стрела современный соревнование стрельба хороший лучникать метр попадать ростововать мишень вообще прицельный стрельба монгольский
178	лук	1		195-198, 271-274, 499-502	перевозить мочь боеготовый состояние представляться воин высший степень ценный качество конечно длительный хранение тетива снимать простой деревянный лук самый дело представлять отнюдь простой палка вырезаться лук тис ясень акация образ состоять слой древесина разный свойство деревце готовить участь буквально рождение уже срублать заготовка лук вылеживаться особый условие
179	лук	1		120-123, 239-242, 281-284, 300-303, 395-398, 510-513, 546-549	немногие вид оружие уметь пользоваться нельзя наносить вред противник обычно человек брать лук впервые жизнь мочь натянуть техника стрельба сильно отличаться стрельба различный тип лук основной категория классический лук традиционный лук современный компаунд классический традиционный достаточно близкий тогда блочный лук противоположный противоположность доходить степень стрелка тренировать тип лук часто мочь натянуть лук другой тип особенно разница сильный
180	лук	1		50-53, 223-226, 295-298, 421-424, 552-555	объяснять близкий расположение тетив древка лук оперение трехстороннить достигать середина стрела основной оперение стрела применяться перо хищный птица так тетива располагаться близко древка лук защита рука удар тетив большой палец рука держать лук надеваться небольшой костяной пластина дапсый переноска стрела использовать колчанин кэhэ саад колчивать лук налучник называться куонньалык куонньалык состоять половина верхний нижний половинка полностью покрывать лук
